Permit_Number,Owner_Name,Operating_Name,Street,City,Prem_Zip,Prem_County,New_Permit_Flag
AZ-W-21010,"BEAR TRACK, INC.",Bear Track Bistro and Winery,4743 E SUNRISE DR,TUCSON,85718,PIMA,0
AZ-W-21011,HALCYON VINEYARDS LLC,Rune Wines,3969 HIGHWAY 82,SONOITA,85637,SANTA CRUZ,0
AZ-W-21014,"PASSION CELLARS, LLC",Passion Cellars,3052 N FORT GRANT RD,WILLCOX,85643,,0
AZ-W-21015,AXIOM BREWING COMPANY LLC,Arizona Mead Company,6503 W FRYE RD STE 12,CHANDLER,85226,,0
AZ-W-21016,RAY STEPHENS AND JULIE A. LA MAGNA,Trident Winery,3465 HARPS WAY,PINE,85544,,0
AZ-W-21017,YAVAPAI COLLEGE,,601 BLACK HILLS DR BLDG O,CLARKDALE,86324,YAVAPAI,0
AZ-W-21018,FOUR TAILS  LLC,Four Tails Vineyard,274 E PEARCE RD,PEARCE,85625,COCHISE,0
AZ-W-21019,"GRAND CANYON WINERY, INC",Grand Canyon Wine Tasting Room,16842 E PARKVIEW AVE STE 2,FOUNTAIN HILLS,85268,MARICOPA,0
AZ-W-21020,"SALT MINE WINE, LLC.",Salt Mine Vineyards,536 W SALT MINE RD,CAMP VERDE,86322,YAVAPAI,0
AZ-W-21021,COTTONTUCKY LLC,Chateau Tumbleweed,1151 W STATE ROUTE 89A,CLARKDALE,86324,YAVAPAI,0
AZ-W-21022,DESERT ROCK INDUSTRIES LLC,Hoffman Family Cellars,7302 E HELM DR STE 1002,SCOTTSDALE,85260,MARICOPA,0
AZ-W-21024,"MOGOLLON VINEYARDS, L.L.C.",,2430 S ST. RT. 69 HWY,DEWEY,86327,,0
AZ-W-21026,THE WINDMILL WINERY AT FLORENCE FARMS LLC,,1140 W BUTTE AVE,FLORENCE,85132,PINAL,0
AZ-W-21028,"PIERCE WINES ARIZONA, LLC",Bodega Pierce,1341 W STATE ROUTE 89-A,CLARKDALE,86324,YAVAPAI,0
AZ-W-21029,"DRINKING HORN, LLC",,506 N GRANT ST STE K,FLAGSTAFF,86001,COCONINO,0
AZ-W-21031,AZ WINE CELLARS LLC.,KOKOPELLI WINERY,2115 E CEDAR ST STE 3,TEMPE,85281,MARICOPA,0
AZ-W-21032,"RANDR, INC.",Randr Sustainable,2880 W RATTLESNAKE RD,ASH FORK,86320,,0
AZ-W-21033,"TKBM, LLC",Garage East,3000 E RAY RD BLDG 7,GILBERT,85296,MARICOPA,0
AZ-W-21034,LARAMITA CELLARS LLC,,6223 E CATTLE DR,WILLCOX,85643,COCHISE,0
AZ-W-21035,"DOWN TIME WINES, INC.",,393 W WARNER AVE STE 109,CHANDLER,85225,MARICOPA,0
AZ-W-21036,THE ODDITY WINE COLLECTIVE LLC,The Oddity Wine Collective,4626 OLD HWY 279,CAMP VERDE,86322,YAVAPAI,0
AZ-W-21037,STOIC CIDER LLC,Stoic Cider,11600 W FAIR OAKS RD,PRESCOTT,86035,YAVAPAI COUNTY,0
AZ-W-21038,"DESERT CIDER HOUSE, LLC",Desert Cider House,284 E CHILTON DR STE 8,CHANDLER,85225,,0
AZ-W-21039,"ASMUNDSON FAMILY VINEYARD, LLC",Deep Sky Vineyard,124 ELGIN RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21040,CIDER CORPS LLC,Cider Corps,31 S ROBSON ST STE 103,MESA,85210,MARICOPA,0
AZ-W-21041,"DA VINES VINEYARD, LLC",,2610 N DANCING APACHE RD,CORNVILLE,86325,YAVAPAI,0
AZ-W-21042,"EPICENTER WINES, LLC",,4626 OLD HWY 279,CAMP VERDE,86322,YAVAPAI,0
AZ-W-21043,"BIRDS AND BARRELS VINEYARDS AND WINERY, LLC",,5000 E ARZBERGER RD,WILLCOX,85643,COCHISE,0
AZ-W-21044,"ELEPHANT HEAD VINEYARD, LLC",Elephant Head Vineyard,1705 W HAWK WAY,AMADO,85645,PIMA,0
AZ-W-21045,"RUSSCO CONTRACTING, INC.",Woods Bay Winery,4920 E CHAMBERS RD,WILLCOX,85643,COCHISE,0
AZ-W-21046,LYMAN AZ HOLDINGS LLC,,820 W MINGUS AVE,COTTONWOOD,86326,,0
AZ-W-21047,BELOW THE RIM MEADERY LLC,Below the Rim Meadery,626 N FOREST ROAD 199,PAYSON,85541,,0
AZ-W-21048,"NAJAR CELLARS, LLC",Najar Cellars,4626 OLD HIGHWAY 279,CAMP VERDE,86322,YAVAPAI,0
AZ-W-21049,"JAVELINA LEAP VINEYARD & WINERY, LLC",,1565 N PAGE SPRINGS RD,CORNVILLE,86325,,0
AZ-W-21050,"INTEGRATED SYSTEMS ENGINEERING SOLUTIONS, LLC",,10000 E EL POSO TRL,TUCSON,85749,PIMA,0
AZ-W-21051,"SOLLENBERGER VINEYARDS & WINERY, L.L.C.",,1199 N PYLE RANCH RD,PAYSON,85541,GILA,0
AZ-W-21052,"FLYING LEAP VINEYARDS, INC.",Flying Leap Vineyards,5051 E FLYING LEAP WAY,WILLCOX,85643,COCHISE,0
AZ-W-21053,"FLYING LEAP VINEYARDS, INC.",Flying Leap Vineyards,5051 E FLYING LEAP WAY BLDG 2,WILLCOX,85643,COCHISE,0
AZ-W-21055,CRUSH CRAFT CIDER COMPANY LLC,Six Byrd Cider,1920 E UNIVERSITY DR STE 101,TEMPE,85288,MARICOPA,0
AZ-W-21056,"BUFFALO JUMP WINES, LLC",Buffalo Jump Wines,2625 W QUEEN CREEK RD STE 4,CHANDLER,85248,MARICOPA,0
AZ-W-21057,"HIGH LONESOME ENTERPRISE, LLC",High Lonesome Vineyard,8979 N HIGH LONESOME RD,MCNEAL,85617,COCHISE,0
AZ-W-21058,"JOHN MCLOUGHLIN & ASSOCIATES, INC.",Heavens Cellars,8001 BELL RANCH RD,WILLCOX,85643,COCHISE,0
AZ-W-21059,"OLD PUEBLO CELLARS, L.L.C.",,10088 N SAINT PATRICK RD,TUCSON,85742,PIMA,0
AZ-W-21060,"SCALE AND FEATHER MEADERY, LLC",Scale and Feather Meadery,1050 N FAIRWAY DR STE E112,AVONDALE,85323,MARICOPA,0
AZ-W-21061,"LITTLE OLD WINE DRINKERS WINERY, LLC",Little Old Wine Drinkers Winery,10919 N SHARON RD,KINGMAN,86401,MOHAVE,0
AZ-W-21062,JAVELINA RUN WINERY LLC,Javelina Run Winery,180 W CONTINENTAL RD STE 178,GREEN VALLEY,85622,PIMA,0
AZ-W-21063,ZIN BLANTE INC.,,8059 KANSAS SETTLEMENT RD,WILLCOX,85643,COCHISE,0
AZ-W-21064,"21 GRAMS VINEYARD & WINERY, INC.",,8403 BELL RANCH RD,WILLCOX,85643,COCHISE,0
AZ-W-21065,"BURNING TREE CELLARS, L.L.C.",,1040 N MAIN ST,COTTONWOOD,86326,YAVAPAI,0
AZ-W-21066,"THE MEADING ROOM, LLC",,3470 HIGHWAY 82,SONOITA,85637,SANTA CRUZ,0
AZ-W-21067,"WAGGIN VINEYARD & ESTATE, L.L.C.",,1540 E SOUTH ST,GLOBE,85501,GILA,0
AZ-W-21070,"PASSION CELLARS, LLC",Salvatore Vineyards,331 ELGIN RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21071,VINO BANDITO DE SONOITA LLC,Vino Stache Winery,60 LONE MESQUITE CT,ELGIN,85611,SANTA CRUZ,0
AZ-W-21072,"VIGNETO NANNINI, LLC",Vigneto Nannini,2120 W INA RD STE 200,TUCSON,85741,,0
AZ-W-21073,1764 VINEYARDS LLC,,357 W TREASURE RD,PEARCE,85625,COCHISE,0
AZ-W-21074,"GALLIFANT CELLARS, LLC",Winery 101,9299 W OLIVE AVE STE 101,PEORIA,85345,MARICOPA,0
AZ-W-21075,"BESHERT, LLC",LOS MILICS VINEYARDS,423 UPPER ELGIN RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21076,"JUPITER VINEYARDS, LLC.",Hive Five Meadery,731 E ANDY DEVINW AVE BLDG,KINGMAN,86401,MOHAVE,0
AZ-W-21077,"THE PACK ATTACK, LLC",Copper Hop Ranch,5 FAIRVIEW LN,ELGIN,85611,SANTA CRUZ,0
AZ-W-21078,WITCH CREEK CRAFT CIDER LLC,Witch Creek Craft Cider,9280 E CORNVILLE RD,CORNVILLE,86325,YAVAPAI,0
AZ-W-21079,CARRUTHERS WINES LLC,Oak Creek Vineyards and Winery,1555 N PAGE SPRINGS RD,CORNVILLE,86325,YAVAPAI,0
AZ-W-21080,"PROVISIONER WINES, LLC",Provisioner Wines,4700 OLD STATE HIGHWAY 279,CAMP VERDE,86322,YAVAPAI,0
AZ-W-21081,"GCWCO, LLC",GCWCO,233 E RODEO RD,WILLIAMS,86046,COCONINO,0
AZ-W-21082,"SAVANNAH BEE COMPANY RETAIL, LLC",Savannah Bee Company,390 N SR 89A STE 2,SEDONA,86336,,0
AZ-W-21083,"COVE MESA VINEYARD, LLC",,741 AIRPARK WAY UNIT 8 & 9,COTTONWOOD,86326,YAVAPAI,0
AZ-W-21084,"KOLA ENTERPRISES, LLC",Silver Concho Vineyards,6861 E BROOKS BLVD,KINGMAN,86401,MOHAVE,0
AZ-W-21085,"LIGHT WORK WINERY, LLC",Twisted Union Wine Company,370 ELGIN RD,ELGIN,85611,,0
AZ-W-21086,"BLUEBERRY SPACESHIP BOX CIDER COMPANY, LLC",Blueberry Spaceship Box Cider Company,6678 INTER CAL WAY,PRESCOTT,86301,YAVAPAI,0
AZ-W-21087,"BSB DRAFT CIDER COMPANY, LLC","BSB Draft Cider Company, LLC",6678 INTER CAL WAY,PRESCOTT,86301,,0
AZ-W-21088,"SUPERSTITION SESSION MEADERY, LLC","Superstition Session Meadery, LLC",6678 INTER CAL WAY,PRESCOTT,86301,,0
AZ-W-21089,"FURIIS WINERY, LLC",Furiis Winery,6678 INTER CAL WAY,PRESCOTT,86303,YAVAPAI,0
AZ-W-21090,"SUPERSTITION CELLARS, LLC",Superstition Cellars,6678 INTER CAL WAY,PRESCOTT,86301,YAVAPAI,0
AZ-W-21091,"SUPERSTITION CIDER HOUSE, LLC",Superstition Cider House,6678 INTER CAL WAY,PRESCOTT,86301,,0
AZ-W-21092,"SUPERSTITION DRAFT MEADERY, LLC",Superstition Draft Meadery,6678 INTER CAL WAY,PRESCOTT,86301,YAVAPAI,0
AZ-W-21093,"SUPERSTITION CORE MEADERY, LLC",Superstition Core Meadery,6678 INTER CAL WAY,PRESCOTT,86301,YAVAPAI,0
AZ-W-21094,"SUPERSTITION WINERY, LLC",Superstition Winery,6678 INTER CAL WAY,PRESCOTT,86301,YAVAPAI,0
AZ-W-21095,RL WINERY INC,RL Winery,HOUSE 39 COUNTY ROAD 5309,CONCHO,85924,APACHE COUNTY,0
AZ-W-21096,CELESTIAL ARTISAN MEADS LLC,Celestial Artisan Meadery,100 EASY ST STE 100,CAREFREE,85377,,0
AZ-W-21097,"NAJAR CELLARS, LLC",Najar Cellars,32 BLUE SKY LN,ELGIN,85611,SANTA CRUZ,0
AZ-W-21098,"SUNSET RIDE, LLC",Sunset Ride,15 IRON HORSE RANCH RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21100,CIDER CORPS LLC,Cider Corps,685 S GILBERT RD,GILBERT,85296,MARICOPA,0
AZ-W-21101,"COVINGTON WINES, LLC",Covington Wines,93 MAIN ST,GREER,85927,APACHE,0
AZ-W-21102,"RAINBOW MOUNTAIN RANCH, LLC",Charron Vineyards and Winery,18585 S SONOITA HIGHWAY,VAIL,85641,PIMA,0
AZ-W-21103,"MONSOON VERMUT, LLC","Monsoon Vermut, LLC",6040 N BOBCAT LN,TUCSON,85743,PIMA,0
AZ-W-21104,"SPA VINO, LLC",Spa Vino,1101 E IRENE ST,PEARCE,85625,,0
AZ-W-21105,QUEEN OF CUPS LLC,,320 SMELTER AVE,PATAGONIA,85624,SANTA CRUZ,0
AZ-W-21106,"BAWKER BAWKER BEVERAGES,LLC",BAWKER BAWKER A CIDER HOUSE,400 N 4TH AVE,TUCSON,85705,,0
AZ-W-21107,WILLIAM J. SANDERS,Desert Blossom Winery,5557 CALLE ALAMO,SIERRA VISTA,85650,,0
AZ-W-21108,LOCKMESS LLC,Omphalos Winery,6107 E CATTLE RANCH DR,WILLCOX,85643,COCHISE,0
AZ-W-21109,MARK ANTHONY BREWING INC.,,9601 N REEMS RD,WADDELL,85355,MARICOPA,0
AZ-W-21110,FLYING KITE VINEYARD LLC,Flying Kite Vineyard,435 LOWER ELGIN ROAD RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21111,"COSMIC, LLC",,3103 TOHO TRL,FLAGSTAFF,86005,,0
AZ-W-21112,MOUNTAIN THUNDER WINES LLC,,429 UPPER ELGIN RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21113,"DOMUS OPUNTIA, LLC",Sunbeat Cellars,42517 N MURPHY AVE,SAN TAN VALLEY,85140,PINAL,0
AZ-W-21114,"CADUCEUS CELLARS, LLC",,741 AIR PARK WAY UNIT 11,COTTONWOOD,86326,YAVAPAI,0
AZ-W-21115,"TK PARTNERS, INC.",Waters Edge Winery,2200 MESQUITE AVE,LAKE HAVASU,86403,MOHAVE,0
AZ-W-21116,"ARIZONA CRAFT BEVERAGE, INC.",Elgin Winery,471 ELGIN RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-21117,ARIZONA WINE COMPANY LLC,Arizona Wine Company,650 S ARIZONA AVE,WILLCOX,85643,COCHISE,0
AZ-W-21119,ALL YOU MEAD LLC,All You Mead,2781 W PICO DEL MONTE CIR,FLAGSTAFF,86001,COCONINO,0
AZ-W-21120,MEADING OF THE MINDS LLC,Meading Of The Minds,413 W SULLIVAN ST,MIAMI,85539,,0
AZ-W-21121,"HASSAYAMPA FARM AND VINEYARD, LLC",Hassayampa Farm and Vineyard,15875 S WALNUT GROVE RD,KIRKLAND,86332,YAVAPAI,0
AZ-W-21122,ACOUSTIC CELLARS WINERY LLC,ACOUSTIC CELLARS,10580 E SWINGING BRIDGE LN,CORNVILLE,86325,ARIZONA,0
AZ-W-21123,ROB HAMMELMAN WINES LLC,Rob Hammelman Wines,130 S HASKELL AVE,WILLCOX,85643,COCHISE,0
AZ-W-21124,"ALTIUS VITAE, LLC",Vertigo Wines,410 N TOOLE AVE STE 110,TUCSON,85701,,0
AZ-W-21125,"COCHISE GROVES INVESTMENTS, LLC",Golden Rule Vineyards,469 S HASKELL AVE,WILLCOX,85643,COCHISE,0
AZ-W-21126,BRIGAND WINES LLC,Brigand,3092 HIGHWAY 83,SONOITA,85637,,0
AZ-W-21127,MONSTER BREWING COMPANY LLC,,1635 S 43 AVE,PHOENIX,85009,,0
AZ-W-21128,"DOUBLE KILO, LLC",Saint Isidore Vineyards,3465 E FAWN RANCH RD,PEARCE,85625,COCHISE,0
AZ-W-21129,RANCHO CASTILLO LLC,Rancho Castillo,19 CURLY HORSE RANCH RD,SONOITA,85637,SANTA CRUZ,0
AZ-W-21130,"TWISTED WHISKER RANCH, LLC",Twisted Whisker Ranch Vineyard,5922 E HIGHWAY 80,BISBEE,85603,,0
AZ-W-21131,CORNUCOPIA WINES LLC,Cornucopia Wines,13817 E SHANNON ST,GILBERT,85295,MARICOPA,0
AZ-W-21132,"ARIZONA WINERIES, LLC",,8401 BELL RANCH RD,WILLCOX,85643,COCHISE,0
AZ-W-21133,"ARIZONA WINERIES, LLC",,7235 E HAMPTON AVE STE 110,MESA,85209,MARICOPA,0
AZ-W-21134,SKYHAVEN WINES LLC,Skyhaven Wines,5045 E PATRIOT TRL,WILLCOX,85643,ARIZONA,0
AZ-W-269,"STALTARI, WILLIAM JOSEPH",SAN DOMINIQUE WINERY,YAVAPAI CTY. HWY. 17 & ARIZONA RT. 169,CAMP VERDE,86322,YAVAPAI,0
AZ-W-273,"SONOITA VINEYARDS, LTD.",,290 ELGIN CANELO RD,ELGIN,85611,SANTA CRUZ,0
AZ-W-296,"COLIBRI VINEYARD AND WINERY, L.L.C.",COLIBRI VINEYARD AND WINERY,2825 W HILLTOP RD,PORTAL,85632,COCHISE,0
CA-W-1015,"FRITZ CELLARS, INC.",FRITZ CELLARS,24691 DUTCHER CREEK RD,CLOVERDALE,95425,SONOMA,0
CA-W-1016,"RAYMOND VINEYARD & CELLAR, INC.",RAYMOND VINEYARD & CELLAR,849 ZINFANDEL LN,SAINT HELENA,94574,NAPA,0
CA-W-1018,"DAVID BRUCE WINERY, INC.",DAVID BRUCE WINERY,21439 BEAR CREEK RD,LOS GATOS,95033,SANTA CRUZ,0
CA-W-1023,WINTERS WINERY,BERRYESSA GAP VINEYARDS,27260 STATE HIGHWAY 128,WINTERS,95694,YOLO,0
CA-W-1037,STERLING CHAYKIN & ELAINE CHAYKIN,SATIETY,40101 COUNTY ROAD 25A,WOODLAND,95776,YOLO,0
CA-W-1040,FLOOD RANCH COMPANY,RANCHO SISQUOC WINERY,6600 FOXEN CANYON RD,SANTA MARIA,93454,SANTA BARBARA,0
CA-W-1041,RUSSELL M. AND ANN C. NYBORG,WHALER VINEYARDS,6201 OLD RIVER RD,UKIAH,95482,MENDOCINO,0
CA-W-1044,SHAFER VINEYARDS,,6154 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-1055,ROBERT A. CUTTER & DEBORAH A. CUTTER,DUXOUP WINE WORKS,9611 W DRY CREEK RD,HEALDSBURG,95448,SONOMA,0
CA-W-1105,"JACKSON FAMILY WINES, INC.",KENDALL-JACKSON,600 MATTHEWS RD,LAKEPORT,95453,LAKE,0
CA-W-1106,"KALIN CELLARS, INC.",,61 GALLI DR,NOVATO,94949,MARIN,0
CA-W-1110,SEAN HALEY THACKREY,THACKREY & CO.,240 OVERLOOK DR,BOLINAS,94924,MARIN,0
CA-W-1124,RALPH E. WERMUTH,WERMUTH WINERY,3942 SILVERADO TRL,CALISTOGA,94515,NAPA,0
CA-W-1128,"MONTICELLO CELLARS, INC.",MONTICELLO CELLARS,4242 BIG RANCH RD,NAPA,94558,NAPA,0
CA-W-1153,KRISTINE ARNESON,RIVER RUN VINTNERS,65 ROGGE LN,WATSONVILLE,95076,SANTA CRUZ,0
CA-W-1159,"DUNN VINEYARDS, LLC",,805 WHITE COTTAGE RD,ANGWIN,94508,NAPA,0
CA-W-1162,"N.C.W.G., INC.",NEVADA CITY WINERY,321 SPRING ST,NEVADA CITY,95959,NEVADA,0
CA-W-1180,"HUSCH VINEYARDS, INC.",,4400 HIGHWAY 128,PHILO,95466,MENDOCINO,0
CA-W-1181,"BARGETTO'S SANTA CRUZ WINERY, INC.",,3535 N MAIN ST,SOQUEL,95073,SANTA CRUZ,0
CA-W-1182,"BOEGER WINERY, INC.",BOEGER WINERY,1709 CARSON RD,PLACERVILLE,95667,EL DORADO,0
CA-W-1188,"SPOTTSWOODE WINERY, INC.",Spottswoode Winery,1902 MADRONA AVE,SAINT HELENA,94574,NAPA,0
CA-W-1210,"THE DAUME WINERY, INC.",THE DAUME WINERY,300 S LEWIS ST UNIT C,CAMARILLO,93012,VENTURA,0
CA-W-1226,RICHARD M. STELTZNER,STELTZNER VINEYARDS,7830 ST. HELENA HWY,OAKVILLE,94562,NAPA,0
CA-W-1239,VEN-CAL RANCHES LLC,VENGE VINEYARDS/SADDLEBACK CELLARS,7802 MONEY RD,NAPA,94558,NAPA,0
CA-W-1246,FLORA SPRINGS WINE COMPANY,,1885 W ZINFANDEL LN,SAINT HELENA,94574,NAPA,0
CA-W-1261,"EBERLE WINERY, LTD.",EBERLE WINERY,3810 HIGHWAY 46,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-1262,"RUDD WINES, INC.",Rudd Winery,500 OAKVILLE XRD,OAKVILLE,94562,NAPA,0
CA-W-1275,G. MARK GROVES & KEITH LEE GROVES,ALPEN CELLARS,"6.5 MI. N.E. OF TRINITY CTR.P.O.,ON E. F",TRINITY CENTER,96091,TRINITY,0
CA-W-1303,"MENGHINI WINERY, INC.",,1150 JULIAN ORCHARDS DR,JULIAN,92036,SAN DIEGO,0
CA-W-1341,"C AND C WINE SERVICES, INC.",HOOK AND LADDER WINERY,2134 OLIVET RD,SANTA ROSA,95401,SONOMA,0
CA-W-1364,R.H. KEENAN COMPANY,ROBERT KEENAN WINERY,3660 SPRINGS MOUNTAIN RD,SAINT HELENA,94574,NAPA,0
CA-W-1368,HANNA WINERY INC.,,5345 OCCIDENTAL RD,SANTA ROSA,95401,SONOMA,0
CA-W-1373,"CLINE CELLARS, INC.",CLINE CELLARS,24737 ARNOLD DR,SONOMA,95476,SONOMA,0
CA-W-1397,THE HESS COLLECTION WINERY,Hess Wine Company,4411 REDWOOD RD,NAPA,94558,NAPA,0
CA-W-1407,"FREIXENET SONOMA CAVES, INC.",GLORIA FERRER WINERY,23555 ARNOLD DR,SONOMA,95476,SONOMA,0
CA-W-1420,"TPWC, INC.",THE PRISONER WINE COMPANY,1178 GALLERON RD,RUTHERFORD,94573,NAPA,0
CA-W-1421,"LAS VINAS WINERY, INC.",,5573 W WOODBRIDGE RD,LODI,95242,SAN JOAQUIN,0
CA-W-1424,THE GAINEY VINEYARD,,3950 E HIGHWAY 246,SANTA YNEZ,93460,SANTA BARBARA,0
CA-W-1429,"ROEDERER ESTATE, INC.",,4501 HIGHWAY 128,PHILO,95466,MENDOCINO,0
CA-W-1433,SALAMANDRE WINE CELLARS,,108 DON CARLOS DR,APTOS,95003,SANTA CRUZ,0
CA-W-1435,TALLEY VINEYARDS,TALLEY VINEYARDS,3031 LOPEZ DR,ARROYO GRANDE,93420,SAN LUIS OBISPO,0
CA-W-1436,"CLAIBORNE & CHURCHILL, INC.",,2649 CARPENTER CANYON RD,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,0
CA-W-15001,"LUCAS AND LEWELLEN VINEYARDS, INC.",MANDOLINA VINEYARDS,132 EASY ST UNIT A,BUELLTON,93427,SANTA BARBARA,0
CA-W-15004,"THREE GUYS AND A GIRL, INC.",VITA LUCE CELLARS,3801 ARTESIA AVE,FULLERTON,92833,NAPA,0
CA-W-15006,JERRY BELLO & PATRICIA BELLO,B & E VINEYARD,10 CRESTON RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-15012,"KAUTZ VINEYARDS, INC.",KVI-SCRRW,2191 LAGUNA RD STE D,SANTA ROSA,95401,VENTURA,0
CA-W-15014,BIG BASIN VINEYARDS LLC,BIG BASIN VINEYARDS,830 MEMORY LN,BOULDER CREEK,95006,SANTA CLARA,0
CA-W-15018,"A DONKEY AND GOAT, LLC",A DONKEY AND GOAT,5TH ST,BERKELEY,94710,ALAMEDA,0
CA-W-15021,INDIAN PEAK VINEYARDS LLC,,31559 FORWARD RD,MANTON,96059,TEHAMA,0
CA-W-15024,ROYAL WINE CORPORATION,HERZOG WINE CELLARS CO.,3201 CAMINO DEL SOL,OXNARD,93030,VENTURA,0
CA-W-15027,GREMARK VINEYARDS L.L.C,GREMARK VINEYARDS,5325 RANCHO LA LOMA LINDA DR,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-15031,DONALD M. SANDERS,ACCIDENTAL WINERY,30718 MESA CREST RD,VALLEY CENTER,92082,SAN DIEGO,0
CA-W-15033,E. & J. GALLO WINERY,,31754 AVENUE 9,MADERA,93638,MADERA,0
CA-W-15034,DAVID ROBERT REYNOLDS,LEONA VALLEY WINERY,1200 ORANGE ST,ROSAMOND,93560,KERN,0
CA-W-15035,"WILSON CREEK WINERY & VINEYARDS, INC.",WILSON CREEK WINERY & VINEYARDS,35960 RANCHO CALIFORNIA RD,TEMECULA,92591,RIVERSIDE,0
CA-W-15037,"THE WINE GARAGE, INC.",WINE GARAGE,1020 UNIT C FOOTHILL BLVD,CALISTOGA,94515,NAPA,0
CA-W-15038,"STONEHOUSE VINEYARDS & WINERY, LLC",STONEHOUSE VINEYARDS & WINERY,10861 SHENANDOAH RD,PLYMOUTH,95669,AMADOR,0
CA-W-15039,"CARHARTT VINEYARD, INC.",CARHARTT VINEYARD,1541 RANCHO SANTA YNEZ RD,SOLVANG,93463,SANTA BARBARA,0
CA-W-15043,"PILOT PEAK VINEYARD & WINERY, LLC",,12888 SPENCEVILLE RD,PENN VALLEY,95946,NEVADA,0
CA-W-15044,"STEWARTS VINEYARDS, LLC",STEWARTS' VINEYARD,5798 GRANDVIEW AVE,YORBA LINDA,92886,ORANGE,0
CA-W-15045,"CIPCO, INC.",DERBY WINE ESTATES,525 RIVERSIDE AVE,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-15047,"EDWARD SELLERS VINEYARDS & WINES, LLC",EDWARD SELLERS VINEYARDS & WINES,1401 W HIGHWAY 46,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-15049,ROGER R. NICOLAS,R N ESTATE,5940 UNION ROAD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-15050,HENRY ROSARIO BELMONTE,VJB VINEYARDS & CELLARS,237 TODD RD SUITE 103,SANTA ROSA,95401,SONOMA,0
CA-W-15061,"MIRASOL WINE, LLC",MIRASOL WINE,7300 N RIVER RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-15062,SAVANNA FARMS LLC,OAK SAVANNA VINEYARD,2717 AVIATION WAY SUITE E-30,SANTA MARIA,93455,SANTA BARBARA,0
CA-W-15064,"OVENE WINERY, INC.",,35 INDUSTRIAL WAY,BUELLTON,93427,SANTA BARBARA,0
CA-W-15067,GAETANO DAVID ADDAMO,ADDAMO VINEYARDS,3940 DOMINION RD,SANTA MARIA,93454,SANTA BARBARA,0
CA-W-15068,"TESTAROSSA VINEYARDS, LLC",TESTAROSSA VINEYARDS,300 COLLEGE AVE,LOS GATOS,95030,SANTA CLARA,0
CA-W-15069,"BLACKTHORN ENTERPRISES, INC.",STOVER OAKS VINEYARD & WINERY,401 SAINT HELENA HWY,SAINT HELENA,94574,NAPA,0
CA-W-1507,ROY S. FELLOM AND ROY E. FELLOM,FELLOM RANCH VINEYARDS,17075 MONTEBELLO RD,CUPERTINO,95014,SANTA CLARA,0
CA-W-15071,"CUVAISON, INC.",CUVAISON WINERY,1221 DUHIG RD,NAPA,94559,NAPA,0
CA-W-15075,"MARIPOSA WINE COMPANY, LLC",MARIPOSA WINE COMPANY,20146 ROAD 21,MADERA,93637,MADERA,0
CA-W-15079,"MT. KONOCTI GROWERS, INC.",,"2550 BIG VALLEY ROAD, BLDG. 1",KELSEYVILLE,95451,LAKE,0
CA-W-15080,"ROBERT FOLEY, LLC",ROBERT FOLEY VINEYARDS,1300 SUMMIT LAKE DR,ANGWIN,94508,NAPA,0
CA-W-15082,"SANTA CRUZ VINEYARDS LP, SANTA CRUZ VINEYARDS LLC, GENERAL PARTNER",Vine Hill Winery,2300 JARVIS RD,SANTA CRUZ,95065,SANTA CRUZ,0
CA-W-15083,"HEMISPHERE WINE COMPANY, INC.",HEMISPHERE WINE COMPANY,5055 SOLANO AVE,NAPA,94558,NAPA,0
CA-W-15086,REIKES FARMS LLC,,9420 STEVENSON BRIDGE RD,WINTERS,95694,YOLO,0
CA-W-15087,"VINA CASTELLANO, LLC",VINA CASTELLANO,4590 BELL RD,AUBURN,95602,PLACER,0
CA-W-15089,"AWESOME OIL, LLC",,46780 HWY 371,AGUANGA,92536,RIVERSIDE,0
CA-W-1509,"FOXEN VINEYARD, INC.","Foxen Vineyard, Inc",7600 FOXEN CANYON RD,SANTA MARIA,93454,SANTA BARBARA,0
CA-W-15091,GREEN AND RED VINEYARD LLC,GREEN & RED VINEYARD,3208 CHILES POPE VALLEY RD,SAINT HELENA,94574,NAPA,0
CA-W-15093,"C. BECK, LLC",C. BECK WINERY,2424 JANIS WAY,CALISTOGA,94515,NAPA,0
CA-W-15100,"SUTTER HOME WINERY, INC.",,3070 SAINT HELENA HWY,SAINT HELENA,94574,NAPA,0
